Type Document,Titre,Référence,Premier Auteur,Type de verre,Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Ce,Pr,Nd,S_autres_TR,Th,U,Pu,Np,Am,Cm,S_autres_An,Somme,Densité,Homogénéité,B_IV,Irradié,Caractéristiques_si_irradié,Température,Statique_dynamique,Plage_granulométrique_si_poudre,Surface_spécifique_géométrique_si_poudre,Surface_spécifique_BET_si_poudre,Qualité_de_polissage_si_monolithe,Masse_du_verre,Surface_du_verre_S,Volume_de_la_solution_V,Débit_de_la_solution,pH_initial_T_amb,pH_initial_T_essai,Composition_de_la_solution,Durée_de_l_expérience,pH_final_T_amb,pH_final_T_essai,Normalisation_de_la_vitesse_Sgeo_ou_SBET,V0_Si_ou_r0_Si,r2_Si,Ordonnée_à_l_origine_Si,V0_B_ou_r0_B,Ordonnée_à_l_origine_B,V0_Na_ou_r0_Na,r2_Na,Ordonnée_à_l_origine_Na,V0_ΔM_ou_r0_ΔM,Congruence
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test25,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Dynamic,63-125,0.0248,0.063,Not available,100,Not available,Not available,10000,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",16.28,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test26,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,10.88,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test27,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,10.63,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test28,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0259,0.0525,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",16.02,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,International Simple Glass (ISG)_test29,0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,63-125,0.0259,0.0525,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",17.54,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Congruent
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test1,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,90-150,0.02,0.027,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",5.95,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test2,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,90-150,0.02,0.027,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",6.11,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test3,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,150-250,0.0109,0.0155,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",5.08,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test4,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,150-250,0.0109,0.0155,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",5.17,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test5,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,250-500,0.0059,0.0125,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",5.48,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test6,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,250-500,0.0059,0.0125,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",6.48,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test7,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,500-750,0.0035,0.0075,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",7.56,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test8,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,500-750,0.0035,0.0075,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",6.98,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test9,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,750-1000,0.0025,0.0051,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",6.98,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test10,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,750-1000,0.0025,0.0051,Not available,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,"Sgeo, Sgeo-psd, SBET",7.06,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test11,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,6.23,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test12,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,5.56,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal scientifique,Glass dissolution rate measurement and calculation revisited,"Journal of Nuclear Materials 476 (2016) 140e154, http://dx.doi.org/10.1016/j.jnucmat.2016.04.028",Maxime Fournier,Type S SiLibeads® glass beads_test13,0,0,60.42,8.72,2.18,0.24,25.09,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Static,Not available,Not available,Not available,Final polish 1 mm,Not available,Not available,Not available,0,Not available,10,KOH solution,Not available,Not available,Not available,Sgeo,6.41,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Impact of gold ion irradiation on the initial alteration rate of the International Simple Glass,Journal of Nuclear Materials 588 (2024) 154817,C. Gillet,International Simple Glass non-irradiated_test1,0,9.58,60.32,7.61,0,2.28,18.0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Statique,Not available,Not available,Not available,1/4 µm finish,Not available,Not available,670,Not available,Not available,9.0,LiOH in deionized water,8,Not available,Not available,Sgeo,7.1,Not available,Not available,3.8,Not available,7.6,Not available,Not available,6.0,Congruent (except Na higher)
Article de journal,Impact of gold ion irradiation on the initial alteration rate of the International Simple Glass,Journal of Nuclear Materials 588 (2024) 154817,C. Gillet,International Simple Glass non-irradiated_test2,0,9.58,60.32,7.61,0,2.28,18.0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Statique,Not available,Not available,Not available,1/4 µm finish,Not available,Not available,670,Not available,Not available,9.0,LiOH in deionized water,8,Not available,Not available,Sgeo,6.3,Not available,Not available,3.6,Not available,4.8,Not available,Not available,4.54,Congruent (except Na higher)
Article de journal,Impact of gold ion irradiation on the initial alteration rate of the International Simple Glass,Journal of Nuclear Materials 588 (2024) 154817,C. Gillet,International Simple Glass non-irradiated_test3,0,9.58,60.32,7.61,0,2.28,18.0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,90,Statique,Not available,Not available,Not available,1/4 µm finish,Not available,Not available,670,Not available,Not available,9.0,LiOH in deionized water,8,Not available,Not available,Sgeo,4.9,Not available,Not available,3.7,Not available,6.3,Not available,Not available,4.32,Congruent (except Na higher)
Article de journal,Initial Dissolution Rate of the International Simple Glass as a Function of pH and Temperature Measured Using Microchannel Flow-Through Test Method,"International Journal of Applied Glass Science, 4 [4] 317–327 (2013) DOI:10.1111/ijag.12043",Yaohiro Inagaki,,Not available,Not available,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Homogeneous batch produced by MoSCI Corporation,Not available,N,Not available,25,dynamique,Not available,Not available,Not available,Polished with 1 µm diamond paste,Not available,40,0.0064,5,Not available,3,10⁻³ M KCl solution (pH adjusted with HCl or KOH),120,Not available,Not available,Sgeo,0.0098,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,"Incongruent (B, Na > Si)"
Article de journal,Initial Dissolution Rate of the International Simple Glass as a Function of pH and Temperature Measured Using Microchannel Flow-Through Test Method,"International Journal of Applied Glass Science, 4 [4] 317–327 (2013) DOI:10.1111/ijag.12043",Yaohiro Inagaki,P0798_test1,4.43,9.01,58.57,7.13,0,2.17,17.13,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,25,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,3,Not available,Not available,Not available,Not available,Sgeo,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Initial Dissolution Rate of the International Simple Glass as a Function of pH and Temperature Measured Using Microchannel Flow-Through Test Method,"International Journal of Applied Glass Science, 4 [4] 317–327 (2013) DOI:10.1111/ijag.12043",Yaohiro Inagaki,P0798_test2,4.43,9.01,58.57,7.13,0,2.17,17.13,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,25,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,4,Not available,Not available,Not available,Not available,Sgeo,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Article de journal,Initial Dissolution Rate of the International Simple Glass as a Function of pH and Temperature Measured Using Microchannel Flow-Through Test Method,"International Journal of Applied Glass Science, 4 [4] 317–327 (2013) DOI:10.1111/ijag.12043",Yaohiro Inagaki,P0798_test3,4.43,9.01,58.57,7.13,0,2.17,17.13,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,Not available,Not available,Not available,N,Not available,25,dynamique,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,5.6,Not available,Not available,Not available,Not available,Sgeo,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
